MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No) 
,,,,,,20000119,General Merchandise,Unclassified,General Industrial,1500119,ADB15520EW,1x6-20' English Walnut Sq Edge - Vintage Azek PVC Decking,TIMBERTECH,TIMBERTECH,TIMBERTECH,Mirka Abrasives Inc,Mirka Abrasives Inc,TIMBERTECH,,ADB15520EW,,General Industrial>Unclassified,TIMBERTECH ADB15520EW General Industrial,ADB15520EW General Industrial,"TIMBERTECH Mirka Abrasives Inc ADB15520EW General Industrial - Color: Standard,","TIMBERTECH Mirka Abrasives Inc ADB15520EW General Industrial. Manufacturer Part Number: ADB15520EW. Features & Specifications: Color: Standard, Material: Steel.","TIMBERTECH Mirka Abrasives Inc ADB15520EW General Industrial. Color: Standard, Material: Steel","High quality TIMBERTECH Mirka Abrasives Inc ADB15520EW General Industrial. Built to industry standards. Specifications: Color: Standard, Material: Steel.",,,,,,,,,,,,,,,,,,,,,,,,,,General Industrial,Color,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,20000120,General Merchandise,Unclassified,General Industrial,1500120,ADB15516MH,1x6-16' Mahogany Sq Edge - Vintage Azek PVC Decking,TIMBERTECH,TIMBERTECH,TIMBERTECH,Mirka Abrasives Inc,Mirka Abrasives Inc,TIMBERTECH,,ADB15516MH,,General Industrial>Unclassified,TIMBERTECH ADB15516MH General Industrial,ADB15516MH General Industrial,"TIMBERTECH Mirka Abrasives Inc ADB15516MH General Industrial - Color: Standard,","TIMBERTECH Mirka Abrasives Inc ADB15516MH General Industrial. Manufacturer Part Number: ADB15516MH. Features & Specifications: Color: Standard, Material: Steel.","TIMBERTECH Mirka Abrasives Inc ADB15516MH General Industrial. Color: Standard, Material: Steel","High quality TIMBERTECH Mirka Abrasives Inc ADB15516MH General Industrial. Built to industry standards. Specifications: Color: Standard, Material: Steel.",,,,,,,,,,,,,,,,,,,,,,,,,,General Industrial,Color,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,20000121,General Merchandise,Unclassified,General Industrial,1500121,ADB15520MH,1x6-20' Mahogany Sq Edge - Vintage Azek PVC Decking,TIMBERTECH,TIMBERTECH,TIMBERTECH,Mirka Abrasives Inc,Mirka Abrasives Inc,TIMBERTECH,,ADB15520MH,,General Industrial>Unclassified,TIMBERTECH ADB15520MH General Industrial,ADB15520MH General Industrial,"TIMBERTECH Mirka Abrasives Inc ADB15520MH General Industrial - Color: Standard,","TIMBERTECH Mirka Abrasives Inc ADB15520MH General Industrial. Manufacturer Part Number: ADB15520MH. Features & Specifications: Color: Standard, Material: Steel.","TIMBERTECH Mirka Abrasives Inc ADB15520MH General Industrial. Color: Standard, Material: Steel","High quality TIMBERTECH Mirka Abrasives Inc ADB15520MH General Industrial. Built to industry standards. Specifications: Color: Standard, Material: Steel.",,,,,,,,,,,,,,,,,,,,,,,,,,General Industrial,Color,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,20000122,General Merchandise,Unclassified,General Industrial,1500122,ADB15516WT,1x6-16' Weathered Teak Sq Edge - Vintage Azek PVC Decking,TIMBERTECH,TIMBERTECH,TIMBERTECH,Mirka Abrasives Inc,Mirka Abrasives Inc,TIMBERTECH,,ADB15516WT,,General Industrial>Unclassified,TIMBERTECH ADB15516WT General Industrial,ADB15516WT General Industrial,"TIMBERTECH Mirka Abrasives Inc ADB15516WT General Industrial - Color: Standard,","TIMBERTECH Mirka Abrasives Inc ADB15516WT General Industrial. Manufacturer Part Number: ADB15516WT. Features & Specifications: Color: Standard, Material: Steel.","TIMBERTECH Mirka Abrasives Inc ADB15516WT General Industrial. Color: Standard, Material: Steel","High quality TIMBERTECH Mirka Abrasives Inc ADB15516WT General Industrial. Built to industry standards. Specifications: Color: Standard, Material: Steel.",,,,,,,,,,,,,,,,,,,,,,,,,,General Industrial,Color,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,20000123,General Merchandise,Unclassified,General Industrial,1500123,ADB15520WT,1x6-20' Weathered Teak Sq Edge - Vintage Azek PVC Decking,TIMBERTECH,TIMBERTECH,TIMBERTECH,Mirka Abrasives Inc,Mirka Abrasives Inc,TIMBERTECH,,ADB15520WT,,General Industrial>Unclassified,TIMBERTECH ADB15520WT General Industrial,ADB15520WT General Industrial,"TIMBERTECH Mirka Abrasives Inc ADB15520WT General Industrial - Color: Standard,","TIMBERTECH Mirka Abrasives Inc ADB15520WT General Industrial. Manufacturer Part Number: ADB15520WT. Features & Specifications: Color: Standard, Material: Steel.","TIMBERTECH Mirka Abrasives Inc ADB15520WT General Industrial. Color: Standard, Material: Steel","High quality TIMBERTECH Mirka Abrasives Inc ADB15520WT General Industrial. Built to industry standards. Specifications: Color: Standard, Material: Steel.",,,,,,,,,,,,,,,,,,,,,,,,,,General Industrial,Color,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,20000124,General Merchandise,Unclassified,General Industrial,1500124,AGB15512CS,1x6-12' Coastline Grooved - Vintage Azek PVC Decking,TIMBERTECH,TIMBERTECH,TIMBERTECH,Mirka Abrasives Inc,Mirka Abrasives Inc,TIMBERTECH,,AGB15512CS,,General Industrial>Unclassified,TIMBERTECH AGB15512CS General Industrial,AGB15512CS General Industrial,"TIMBERTECH Mirka Abrasives Inc AGB15512CS General Industrial - Color: Standard,","TIMBERTECH Mirka Abrasives Inc AGB15512CS General Industrial. Manufacturer Part Number: AGB15512CS. Features & Specifications: Color: Standard, Material: Steel.","TIMBERTECH Mirka Abrasives Inc AGB15512CS General Industrial. Color: Standard, Material: Steel","High quality TIMBERTECH Mirka Abrasives Inc AGB15512CS General Industrial. Built to industry standards. Specifications: Color: Standard, Material: Steel.",,,,,,,,,,,,,,,,,,,,,,,,,,General Industrial,Color,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,20000125,General Merchandise,Unclassified,General Industrial,1500125,AGB15516CS,1x6-16' Coastline Grooved - Vintage Azek PVC Decking,TIMBERTECH,TIMBERTECH,TIMBERTECH,Mirka Abrasives Inc,Mirka Abrasives Inc,TIMBERTECH,,AGB15516CS,,General Industrial>Unclassified,TIMBERTECH AGB15516CS General Industrial,AGB15516CS General Industrial,"TIMBERTECH Mirka Abrasives Inc AGB15516CS General Industrial - Color: Standard,","TIMBERTECH Mirka Abrasives Inc AGB15516CS General Industrial. Manufacturer Part Number: AGB15516CS. Features & Specifications: Color: Standard, Material: Steel.","TIMBERTECH Mirka Abrasives Inc AGB15516CS General Industrial. Color: Standard, Material: Steel","High quality TIMBERTECH Mirka Abrasives Inc AGB15516CS General Industrial. Built to industry standards. Specifications: Color: Standard, Material: Steel.",,,,,,,,,,,,,,,,,,,,,,,,,,General Industrial,Color,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,20000126,General Merchandise,Unclassified,General Industrial,1500126,AGB15520CS,1x6-20' Coastline Grooved - Vintage Azek PVC Decking,TIMBERTECH,TIMBERTECH,TIMBERTECH,Mirka Abrasives Inc,Mirka Abrasives Inc,TIMBERTECH,,AGB15520CS,,General Industrial>Unclassified,TIMBERTECH AGB15520CS General Industrial,AGB15520CS General Industrial,"TIMBERTECH Mirka Abrasives Inc AGB15520CS General Industrial - Color: Standard,","TIMBERTECH Mirka Abrasives Inc AGB15520CS General Industrial. Manufacturer Part Number: AGB15520CS. Features & Specifications: Color: Standard, Material: Steel.","TIMBERTECH Mirka Abrasives Inc AGB15520CS General Industrial. Color: Standard, Material: Steel","High quality TIMBERTECH Mirka Abrasives Inc AGB15520CS General Industrial. Built to industry standards. Specifications: Color: Standard, Material: Steel.",,,,,,,,,,,,,,,,,,,,,,,,,,General Industrial,Color,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,20000127,General Merchandise,Unclassified,General Industrial,1500127,AGB15512EW,1x6-12' English Walnut Grooved - Vintage Azek PVC Decking,TIMBERTECH,TIMBERTECH,TIMBERTECH,Mirka Abrasives Inc,Mirka Abrasives Inc,TIMBERTECH,,AGB15512EW,,General Industrial>Unclassified,TIMBERTECH AGB15512EW General Industrial,AGB15512EW General Industrial,"TIMBERTECH Mirka Abrasives Inc AGB15512EW General Industrial - Color: Standard,","TIMBERTECH Mirka Abrasives Inc AGB15512EW General Industrial. Manufacturer Part Number: AGB15512EW. Features & Specifications: Color: Standard, Material: Steel.","TIMBERTECH Mirka Abrasives Inc AGB15512EW General Industrial. Color: Standard, Material: Steel","High quality TIMBERTECH Mirka Abrasives Inc AGB15512EW General Industrial. Built to industry standards. Specifications: Color: Standard, Material: Steel.",,,,,,,,,,,,,,,,,,,,,,,,,,General Industrial,Color,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,20000128,General Merchandise,Unclassified,General Industrial,1500128,AGB15516EW,1x6-16' English Walnut Grooved - Vintage Azek PVC Decking,TIMBERTECH,TIMBERTECH,TIMBERTECH,Mirka Abrasives Inc,Mirka Abrasives Inc,TIMBERTECH,,AGB15516EW,,General Industrial>Unclassified,TIMBERTECH AGB15516EW General Industrial,AGB15516EW General Industrial,"TIMBERTECH Mirka Abrasives Inc AGB15516EW General Industrial - Color: Standard,","TIMBERTECH Mirka Abrasives Inc AGB15516EW General Industrial. Manufacturer Part Number: AGB15516EW. Features & Specifications: Color: Standard, Material: Steel.","TIMBERTECH Mirka Abrasives Inc AGB15516EW General Industrial. Color: Standard, Material: Steel","High quality TIMBERTECH Mirka Abrasives Inc AGB15516EW General Industrial. Built to industry standards. Specifications: Color: Standard, Material: Steel.",,,,,,,,,,,,,,,,,,,,,,,,,,General Industrial,Color,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,20000129,General Merchandise,Unclassified,General Industrial,1500129,AGB15520EW,1x6-20' English Walnut Grooved - Vintage Azek PVC Decking,TIMBERTECH,TIMBERTECH,TIMBERTECH,Mirka Abrasives Inc,Mirka Abrasives Inc,TIMBERTECH,,AGB15520EW,,General Industrial>Unclassified,TIMBERTECH AGB15520EW General Industrial,AGB15520EW General Industrial,"TIMBERTECH Mirka Abrasives Inc AGB15520EW General Industrial - Color: Standard,","TIMBERTECH Mirka Abrasives Inc AGB15520EW General Industrial. Manufacturer Part Number: AGB15520EW. Features & Specifications: Color: Standard, Material: Steel.","TIMBERTECH Mirka Abrasives Inc AGB15520EW General Industrial. Color: Standard, Material: Steel","High quality TIMBERTECH Mirka Abrasives Inc AGB15520EW General Industrial. Built to industry standards. Specifications: Color: Standard, Material: Steel.",,,,,,,,,,,,,,,,,,,,,,,,,,General Industrial,Color,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,20000130,General Merchandise,Unclassified,General Industrial,1500130,AGB15512MH,1x6-12' Mahogany Grooved - Vintage Azek PVC Decking,TIMBERTECH,TIMBERTECH,TIMBERTECH,Mirka Abrasives Inc,Mirka Abrasives Inc,TIMBERTECH,,AGB15512MH,,General Industrial>Unclassified,TIMBERTECH AGB15512MH General Industrial,AGB15512MH General Industrial,"TIMBERTECH Mirka Abrasives Inc AGB15512MH General Industrial - Color: Standard,","TIMBERTECH Mirka Abrasives Inc AGB15512MH General Industrial. Manufacturer Part Number: AGB15512MH. Features & Specifications: Color: Standard, Material: Steel.","TIMBERTECH Mirka Abrasives Inc AGB15512MH General Industrial. Color: Standard, Material: Steel","High quality TIMBERTECH Mirka Abrasives Inc AGB15512MH General Industrial. Built to industry standards. Specifications: Color: Standard, Material: Steel.",,,,,,,,,,,,,,,,,,,,,,,,,,General Industrial,Color,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,20000131,General Merchandise,Unclassified,General Industrial,1500131,AGB15516MH,1x6-16' Mahogany Grooved - Vintage Azek PVC Decking,TIMBERTECH,TIMBERTECH,TIMBERTECH,Mirka Abrasives Inc,Mirka Abrasives Inc,TIMBERTECH,,AGB15516MH,,General Industrial>Unclassified,TIMBERTECH AGB15516MH General Industrial,AGB15516MH General Industrial,"TIMBERTECH Mirka Abrasives Inc AGB15516MH General Industrial - Color: Standard,","TIMBERTECH Mirka Abrasives Inc AGB15516MH General Industrial. Manufacturer Part Number: AGB15516MH. Features & Specifications: Color: Standard, Material: Steel.","TIMBERTECH Mirka Abrasives Inc AGB15516MH General Industrial. Color: Standard, Material: Steel","High quality TIMBERTECH Mirka Abrasives Inc AGB15516MH General Industrial. Built to industry standards. Specifications: Color: Standard, Material: Steel.",,,,,,,,,,,,,,,,,,,,,,,,,,General Industrial,Color,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,20000132,General Merchandise,Unclassified,General Industrial,1500132,AGB15520MH,1x6-20' Mahogany Grooved - Vintage Azek PVC Decking,TIMBERTECH,TIMBERTECH,TIMBERTECH,Mirka Abrasives Inc,Mirka Abrasives Inc,TIMBERTECH,,AGB15520MH,,General Industrial>Unclassified,TIMBERTECH AGB15520MH General Industrial,AGB15520MH General Industrial,"TIMBERTECH Mirka Abrasives Inc AGB15520MH General Industrial - Color: Standard,","TIMBERTECH Mirka Abrasives Inc AGB15520MH General Industrial. Manufacturer Part Number: AGB15520MH. Features & Specifications: Color: Standard, Material: Steel.","TIMBERTECH Mirka Abrasives Inc AGB15520MH General Industrial. Color: Standard, Material: Steel","High quality TIMBERTECH Mirka Abrasives Inc AGB15520MH General Industrial. Built to industry standards. Specifications: Color: Standard, Material: Steel.",,,,,,,,,,,,,,,,,,,,,,,,,,General Industrial,Color,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,20000133,General Merchandise,Unclassified,General Industrial,1500133,AGB15512WT,1x6-12' Weathered Teak Grooved - Vintage Azek PVC Decking,TIMBERTECH,TIMBERTECH,TIMBERTECH,Mirka Abrasives Inc,Mirka Abrasives Inc,TIMBERTECH,,AGB15512WT,,General Industrial>Unclassified,TIMBERTECH AGB15512WT General Industrial,AGB15512WT General Industrial,"TIMBERTECH Mirka Abrasives Inc AGB15512WT General Industrial - Color: Standard,","TIMBERTECH Mirka Abrasives Inc AGB15512WT General Industrial. Manufacturer Part Number: AGB15512WT. Features & Specifications: Color: Standard, Material: Steel.","TIMBERTECH Mirka Abrasives Inc AGB15512WT General Industrial. Color: Standard, Material: Steel","High quality TIMBERTECH Mirka Abrasives Inc AGB15512WT General Industrial. Built to industry standards. Specifications: Color: Standard, Material: Steel.",,,,,,,,,,,,,,,,,,,,,,,,,,General Industrial,Color,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,20000134,General Merchandise,Unclassified,General Industrial,1500134,AGB15516WT,1x6-16' Weathered Teak Grooved - Vintage Azek PVC Decking,TIMBERTECH,TIMBERTECH,TIMBERTECH,Mirka Abrasives Inc,Mirka Abrasives Inc,TIMBERTECH,,AGB15516WT,,General Industrial>Unclassified,TIMBERTECH AGB15516WT General Industrial,AGB15516WT General Industrial,"TIMBERTECH Mirka Abrasives Inc AGB15516WT General Industrial - Color: Standard,","TIMBERTECH Mirka Abrasives Inc AGB15516WT General Industrial. Manufacturer Part Number: AGB15516WT. Features & Specifications: Color: Standard, Material: Steel.","TIMBERTECH Mirka Abrasives Inc AGB15516WT General Industrial. Color: Standard, Material: Steel","High quality TIMBERTECH Mirka Abrasives Inc AGB15516WT General Industrial. Built to industry standards. Specifications: Color: Standard, Material: Steel.",,,,,,,,,,,,,,,,,,,,,,,,,,General Industrial,Color,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
